Topic,TrecID,UUID,target_hostname,Score
Train or plane? Which is the better choice?,clueweb12-0004wb-78-20304,f7e4af40-8305-5ebb-acce-29a735bed11f,independenttraveler.com,1745.6943
Train or plane? Which is the better choice?,clueweb12-0705wb-44-15816,30863d78-f27b-58b7-9419-95f55fb5da6d,www.trainparty.com,1676.0728
Train or plane? Which is the better choice?,clueweb12-0707wb-63-08044,ef5d00d5-3dae-525b-8ae6-449737890562,www.trainparty.com,1311.928
Train or plane? Which is the better choice?,clueweb12-0709wb-94-09104,bb9b2e43-1fa7-5d29-b038-371312203f05,www.trainparty.com,1275.4601
Train or plane? Which is the better choice?,clueweb12-0705wb-25-28569,404d0ceb-3554-55a2-af36-e6611b1cd2dd,www.trainparty.com,1273.4252
Train or plane? Which is the better choice?,clueweb12-0707wb-19-00486,47fdfc52-70a3-5d2e-b165-59d40878dcd8,www.trainparty.com,1268.9609
Train or plane? Which is the better choice?,clueweb12-0704wb-99-27074,35632a0a-d626-5556-94c7-6894ed78b821,www.trainparty.com,1253.2974
Train or plane? Which is the better choice?,clueweb12-0305wb-64-20744,688150b4-1617-57eb-ab47-6bb38520071b,www.trainparty.com,1175.3788
Train or plane? Which is the better choice?,clueweb12-0211wb-51-25813,0b9d274c-8721-5a00-b250-7996fa266da6,www.rpa.org,1454.4658
Train or plane? Which is the better choice?,clueweb12-0511wb-15-18202,056112c6-26fe-56eb-bc43-56ee2894025a,www.michigangolf.com,1374.4138
Train or plane? Which is the better choice?,clueweb12-1815wb-34-11344,5dabf430-4290-588d-ba42-2accb5070306,iccoventry.icnetwork.co.uk,1340.7268
Train or plane? Which is the better choice?,clueweb12-1301wb-35-20779,3db07b69-7cac-5b9b-a99b-310acef93e1b,www.pickinglosers.com,1298.717
Train or plane? Which is the better choice?,clueweb12-1612wb-47-00351,c398f5d8-1d7d-52c1-8b81-d710506185fa,twocrabs.blogs.com,1272.6985
Train or plane? Which is the better choice?,clueweb12-1612wb-47-00350,f53ebdd3-b84c-518c-8977-aba16976590e,twocrabs.blogs.com,1270.7318
Train or plane? Which is the better choice?,clueweb12-0606wb-70-00559,ddf4ddfe-3779-5bcc-8783-30d8390f566b,www.powerhousemuseum.com,1228.9672
Train or plane? Which is the better choice?,clueweb12-0811wb-19-09892,ca7d2f5f-a9f2-59d9-a8ad-4807ef34b44d,www.beyondvc.com,1222.5195
Train or plane? Which is the better choice?,clueweb12-0310wb-56-11713,7754cce5-89cf-5f32-a235-ad13dce57c81,mitadmissions.org,1212.1973
Train or plane? Which is the better choice?,clueweb12-0211wb-96-22974,e79be421-c39c-505b-a948-76eeefcd3fde,www.spiked-online.com,1195.0986
Train or plane? Which is the better choice?,clueweb12-0002wb-18-34442,f8531155-04ee-5157-81b5-4b06c128f2f0,contemporarylit.about.com,1142.6953
Train or plane? Which is the better choice?,clueweb12-1103wb-86-04894,57a0afbe-d9df-5c5f-93eb-c43798bbce17,www.carfreeinbigd.com,1086.3805
Train or plane? Which is the better choice?,clueweb12-1103wb-86-04937,39821d5b-e6c3-544e-9558-e2588a2febdf,www.carfreeinbigd.com,961.4497
Train or plane? Which is the better choice?,clueweb12-1315wb-03-23053,0fe05131-3228-5259-a9f0-f011b39e0589,www.mestern.net,1068.685
Train or plane? Which is the better choice?,clueweb12-0603wb-97-16876,83361eb9-17c9-566e-9dd4-b6f1f9a1786e,www.loe.org,1060.1531
Train or plane? Which is the better choice?,clueweb12-0511wb-72-04324,d0c5d716-14d8-542a-8e14-a5ea557a7560,www.progress.org,1049.1517
Train or plane? Which is the better choice?,clueweb12-1013wb-51-17839,f15a63dc-bc42-53ad-b803-9f4a25c128c6,www.ethicalconsumer.org,1041.2343
Train or plane? Which is the better choice?,clueweb12-1000tw-79-06437,6f093726-10f4-579e-8d68-db9bd74cf759,blogs.news.com.au,1012.8308
Train or plane? Which is the better choice?,clueweb12-0511wb-05-16853,acb7e2d0-a6d9-5644-ba57-82703fc3f334,www.grownups.co.nz,996.50616
Train or plane? Which is the better choice?,clueweb12-0309wb-28-08878,e86b29e6-e7c8-5270-ad50-48a31c909c36,alaska.org,963.1247
Train or plane? Which is the better choice?,clueweb12-0503wb-53-31848,849f6076-6b1a-5aea-84b9-fe0380239b88,www.frontiernet.net,939.93256
Train or plane? Which is the better choice?,clueweb12-1118wb-80-03348,e8829c8a-7aa9-5417-9196-8da2783866d7,www.blckdgrd.com,927.2548
Train or plane? Which is the better choice?,clueweb12-0813wb-99-12336,2061741d-d537-5a1c-98bf-87bbd24b9241,www.cittadinocanadese.com,926.6772
Train or plane? Which is the better choice?,clueweb12-0405wb-36-01830,10a46fac-6b12-53a7-b292-b92da7c189b4,www.bug.co.uk,922.9767
Train or plane? Which is the better choice?,clueweb12-0510wb-22-00448,a1e0f7fb-30a5-5d99-95a4-ccd40925622d,www.good.is,910.5361
Train or plane? Which is the better choice?,clueweb12-1610wb-67-19881,55a49957-aeeb-5c0d-9fd2-dbf9517f5153,archive.iwai.ie,908.1038
Train or plane? Which is the better choice?,clueweb12-0207wb-87-15125,545016c6-ea69-5f75-a90b-bbc0d78acdb3,www.newscientist.com,898.0288
Train or plane? Which is the better choice?,clueweb12-1513wb-11-15088,6f33811a-ea1e-5c2d-bb44-ba6d9b3657dd,sacred-texts.com,894.48346
Train or plane? Which is the better choice?,clueweb12-0209wb-50-18643,810454ca-e5d7-5ede-93ea-ba3898dd1238,www.prochoiceactionnetwork-canada.org,889.9939
Train or plane? Which is the better choice?,clueweb12-0008wb-25-31062,8eb0b683-a9a1-5d41-95b6-031ea6ab73be,www.1729.com,887.9265
Train or plane? Which is the better choice?,clueweb12-0501wb-40-13014,042afbbb-8848-527c-b9dd-4cf6db0a67c7,thetyee.ca,876.84235
Train or plane? Which is the better choice?,clueweb12-0902wb-27-23282,c4906dc8-1e91-51e5-9b04-a3fe5b7be5f0,blog.tsa.gov,876.044
Train or plane? Which is the better choice?,clueweb12-0009wb-72-01381,a773ff77-4b14-52c7-97c2-13771ec4a9ee,dreamflesh.com,871.9826
Train or plane? Which is the better choice?,clueweb12-0817wb-62-32464,8c60852b-7ca3-5ba4-a80e-8063657f069d,www.stitch-cast.com,849.5289
Train or plane? Which is the better choice?,clueweb12-0915wb-41-17693,97f79125-90c6-5cba-ac6e-2bf4d251eeb6,www.planestupid.com,844.42883
Train or plane? Which is the better choice?,clueweb12-0106wb-91-17068,f9252fcf-3a4a-5f6d-a165-0db01241bbca,www.gamereport.com,844.0726
Train or plane? Which is the better choice?,clueweb12-0500wb-95-18312,2f0425fe-23d5-5f5c-98c0-1bd2e72d350b,www.eshopfitters.co.uk,843.12506
Train or plane? Which is the better choice?,clueweb12-0704wb-66-11198,8a0b32bf-2c1d-5b29-a00b-cdfa89cce326,www.wildernessisland.com,842.8331
Train or plane? Which is the better choice?,clueweb12-0309wb-89-08530,0f6e47e2-9251-5540-a487-363c25e5bbd2,members.optushome.com.au,827.0456
Train or plane? Which is the better choice?,clueweb12-1506wb-00-02555,98d1fb7a-2a97-5f88-aadc-c0132dca67a8,www.theengineer.co.uk,825.788
What is the highest mountain on Earth?,clueweb12-0001wb-49-06554,e185c53e-e1f3-5863-a1b9-6bf53c507057,geography.about.com,1909.9131
What is the highest mountain on Earth?,clueweb12-0003wb-36-33075,22258bdc-b7da-58c2-9c42-83927c8cb75c,geography.about.com,1877.6965
What is the highest mountain on Earth?,clueweb12-0311wb-68-13222,0fc5ad40-f733-50c0-8f0d-7484c9a3c4c9,geography.about.com,1377.2355
What is the highest mountain on Earth?,clueweb12-0401wb-12-24001,06ef7494-0dad-52fb-b84d-034dfc457721,geography.about.com,1314.7269
What is the highest mountain on Earth?,clueweb12-0007wb-42-14507,36e6cafc-8d7b-5403-a35d-73c45d92aeae,geography.about.com,1125.983
What is the highest mountain on Earth?,clueweb12-0310wb-71-21888,d2020e47-52d8-5863-bfc6-783be4ef5a31,geography.about.com,1097.7698
What is the highest mountain on Earth?,clueweb12-0002wb-09-10533,2b0632e6-394f-5222-96d3-e3461356f4ef,geography.about.com,1017.1388
What is the highest mountain on Earth?,clueweb12-1400wb-90-19701,1ddf6e3f-25da-514c-a578-2b2bba6a85ba,www.trailspace.com,1755.744
What is the highest mountain on Earth?,clueweb12-0808wb-31-22540,5525349c-3734-52c7-a77e-ccbc136b448d,newmediajournal.us,1553.4641
What is the highest mountain on Earth?,clueweb12-0407wb-77-25064,133d97d6-8bad-5f5d-bf37-dd1d52898d07,www.environmentalgraffiti.com,1502.3197
What is the highest mountain on Earth?,clueweb12-1707wb-37-01123,c287dfbb-86a2-51c4-8743-3907bd5d72e1,webecoist.momtastic.com,1497.8724
What is the highest mountain on Earth?,clueweb12-0306wb-99-14468,e392ed56-f10f-5c4e-b982-ff5d02f7fff1,imagingeverest.rgs.org,1442.95
What is the highest mountain on Earth?,clueweb12-0001wb-84-26440,151a37db-359e-5fdb-a6a2-15741a5786b5,climbing.about.com,1387.1289
What is the highest mountain on Earth?,clueweb12-0001wb-84-26442,0ff83c48-af46-57b8-b9ad-0bc27c6205f0,climbing.about.com,1378.6669
What is the highest mountain on Earth?,clueweb12-0001wb-98-37744,5bb4e94e-731c-516f-aca3-1ad14c823692,climbing.about.com,1211.1443
What is the highest mountain on Earth?,clueweb12-0003wb-36-31084,28a47623-1a7a-5671-9110-5241782641f8,climbing.about.com,1208.8369
What is the highest mountain on Earth?,clueweb12-1712wb-14-07851,6ecbe4a8-cf94-512c-acfe-34e5f5eef489,onorbit.com,1349.4298
What is the highest mountain on Earth?,clueweb12-1710wb-36-16068,4c6e776e-b073-5d51-b003-559975da1f35,onorbit.com,1038.4646
What is the highest mountain on Earth?,clueweb12-0311wb-48-31924,972da787-803b-5002-baf6-ffd089a00dce,home.gwu.edu,1316.3596
What is the highest mountain on Earth?,clueweb12-1913wb-32-23389,a611f544-eff8-58ab-8bf2-e40dca90cefb,marilynngriffith.typepad.com,1273.365
What is the highest mountain on Earth?,clueweb12-0700tw-03-19340,3c112038-c3fe-5745-ae32-eb6abd6da18e,www.vagabondish.com,1250.7509
What is the highest mountain on Earth?,clueweb12-1502wb-85-11830,5ecfa060-8593-537d-9326-9e8b3d47baf3,home.online.no,1221.5665
What is the highest mountain on Earth?,clueweb12-0400wb-27-00908,bba1a020-22ae-5124-9a13-143e39047b91,home.online.no,1220.5895
What is the highest mountain on Earth?,clueweb12-0200tw-62-20269,a5ff7804-ceeb-57b9-9a19-7194a32ab116,wisteme.com,1189.6334
What is the highest mountain on Earth?,clueweb12-1400wb-49-03280,15ac9dee-5166-5723-ac84-bb4089addd2c,enlightenmentandmeditation.com,1175.7284
What is the highest mountain on Earth?,clueweb12-0600tw-26-15874,3294e1f9-c910-5e99-b3ae-c3beecce59bc,www.baldhiker.com,1175.4323
What is the highest mountain on Earth?,clueweb12-1400tw-37-07310,30e115f5-59a1-5bed-b5c0-1e9280945816,earthobservatory.nasa.gov,1150.5579
What is the highest mountain on Earth?,clueweb12-1400tw-37-07311,685c3a9f-ae14-5c3e-8e96-a232f590cc4d,earthobservatory.nasa.gov,1149.9108
What is the highest mountain on Earth?,clueweb12-0311wb-67-25809,5bcf5b81-a675-58f0-bc43-bce0d539a455,earthobservatory.nasa.gov,1072.1664
What is the highest mountain on Earth?,clueweb12-1400tw-18-08491,16d1d373-327a-5bcf-a48b-9b0fe8aec6c1,m.earthobservatory.nasa.gov,1149.6497
What is the highest mountain on Earth?,clueweb12-0204wb-98-04446,5fb664f7-ed60-5c06-b4c3-4403abd7d9d7,www.icr.org,1149.0923
What is the highest mountain on Earth?,clueweb12-0504wb-60-31398,e5cd4615-fc8b-50ef-84fc-078fdd969900,www.gadling.com,1125.637
What is the highest mountain on Earth?,clueweb12-0408wb-80-20140,cbcff522-0352-5491-a836-9fbfe8b2ee89,www.culturalinquiry.org,1111.2426
What is the highest mountain on Earth?,clueweb12-0007wb-71-08875,7ffc8c20-87a7-5e33-b239-a42acbcbc01d,answering-christianity.com,1098.995
What is the highest mountain on Earth?,clueweb12-1003wb-25-27731,d3e69b7e-1dac-54f1-8b6e-113ee09548e1,www.quransearch.com,1098.9084
What is the highest mountain on Earth?,clueweb12-0809wb-72-11290,9169994c-a588-5c92-9d17-c2d30bfe7039,theresilientearth.com,1081.692
What is the highest mountain on Earth?,clueweb12-1314wb-09-32136,4334262e-8989-55fa-9dc1-4d957e9f363b,www.ironmountain.com,1067.4558
What is the highest mountain on Earth?,clueweb12-0904wb-51-23857,55d3415f-685d-508d-93f9-d5012ea13473,www.ourhollowearth.com,1064.6278
What is the highest mountain on Earth?,clueweb12-1700tw-37-11223,41fb8df2-34d8-5bca-81c1-b615ffd296e5,earthsky.org,1064.0094
What is the highest mountain on Earth?,clueweb12-1810wb-25-10548,0db7185e-9cc1-5469-a9cd-5da6ee7d1c20,www.suv.org,1061.7877
What is the highest mountain on Earth?,clueweb12-0412wb-32-15843,17b08fb3-e7be-5286-8752-3dcdbe143677,www.earthmagazine.com,1059.4196
What is the highest mountain on Earth?,clueweb12-0412wb-31-00887,96fd3810-eab3-580c-ae3e-d822e4afd7d5,www.earthmagazine.com,1058.253
What is the highest mountain on Earth?,clueweb12-0504wb-96-31991,0a30d6e4-94f7-51c1-9b72-47697d946dad,www.earthmagazine.org,1059.1498
What is the highest mountain on Earth?,clueweb12-0504wb-74-22177,b8310cf7-de88-53e0-9109-3e1075f4756c,www.earthmagazine.org,1058.3677
What is the highest mountain on Earth?,clueweb12-1005wb-51-17374,284b37dd-d239-56a5-a77f-d843bbd0f4ef,www.mountainretreatorg.net,1051.9863
What is the highest mountain on Earth?,clueweb12-0112wb-48-22334,5fec9b2e-1dda-5043-ad0f-754f4cd6f505,www.kchanson.com,1050.419
What is the highest mountain on Earth?,clueweb12-0001wb-42-20889,2a943b37-5519-55c7-ae58-d1bece94243a,7summits.com,1035.215
What is the highest mountain on Earth?,clueweb12-1400tw-46-04976,9b11f4b6-b8dc-5b0b-b214-8facb23bce6d,jimmymccarty.com,1026.6572
What is the highest mountain on Earth?,clueweb12-0600wb-36-13504,1abc705e-caaf-5cf7-a134-94406ee35d25,www.northsidesf.com,1024.5161
What is the highest mountain on Earth?,clueweb12-1801wb-06-13953,565a9947-1e75-59cc-ae0f-0d2150fdaf6d,web.youngmuslims.ca,1021.90204
Should one prefer Chinese medicine or Western medicine?,clueweb12-1812wb-72-01015,4bab27d1-382a-5d01-a423-ac5f85aef66b,www.chinesemedicinenotes.com,2422.8545
Should one prefer Chinese medicine or Western medicine?,clueweb12-0917wb-59-03359,3e974ba1-c030-5b17-b47f-f936bfba0be6,www.healthytravel.net,2284.6785
Should one prefer Chinese medicine or Western medicine?,clueweb12-1300wb-04-07772,48b475bd-ce66-5451-8349-4f9789a5a2a7,www.altmed.net,2279.349
Should one prefer Chinese medicine or Western medicine?,clueweb12-0814wb-25-22187,29f7cd96-124c-53f6-b0bd-b6fb20579e87,medicalcybrarian.com,2278.9973
Should one prefer Chinese medicine or Western medicine?,clueweb12-0108wb-39-04606,98bbc44a-784d-5cbd-bd4c-3ccfee487d57,www.healthy.net,2277.9114
Should one prefer Chinese medicine or Western medicine?,clueweb12-0914wb-21-02629,a4b8f508-31a7-5166-b3c6-2625b3671134,www.getwelluk.com,2166.7292
Should one prefer Chinese medicine or Western medicine?,clueweb12-0914wb-15-12762,f86e016f-fc8e-59b8-8b31-fd055f973c52,www.getwelluk.com,2165.786
Should one prefer Chinese medicine or Western medicine?,clueweb12-1400wb-27-32675,a25e0785-164f-5188-a885-d72a06b4f06b,www.purifymind.com,2062.619
Should one prefer Chinese medicine or Western medicine?,clueweb12-1400wb-24-33338,5e2d422e-f39f-5dd1-8256-79e1da78b03f,www.purifymind.com,2016.9719
Should one prefer Chinese medicine or Western medicine?,clueweb12-1400wb-24-33333,fd7d4dc6-92e3-5d1b-90cf-44b6753cb6ba,www.purifymind.com,1849.3339
Should one prefer Chinese medicine or Western medicine?,clueweb12-0412wb-32-20711,c5b4f7ad-2756-5d81-9d1c-ff358d18fa9c,www.counselormagazine.com,2023.3696
Should one prefer Chinese medicine or Western medicine?,clueweb12-1415wb-97-30063,e69b9dad-c849-5990-8522-b7ff77fbe0ae,www.holistichealthtopics.com,1973.4103
Should one prefer Chinese medicine or Western medicine?,clueweb12-1415wb-97-30064,7707c3a9-6799-583a-959e-4c5cf36cc7c0,www.holistichealthtopics.com,1663.6229
Should one prefer Chinese medicine or Western medicine?,clueweb12-0109wb-14-22511,81f22455-3a30-55fc-9ca3-0ef31c3e5a26,www.drgrotte.com,1824.9387
Should one prefer Chinese medicine or Western medicine?,clueweb12-1500tw-84-04636,f3333131-397b-5d14-8fab-512a59dacbdd,theconversation.edu.au,1765.1427
Should one prefer Chinese medicine or Western medicine?,clueweb12-1500tw-83-04567,d6f508f7-97e4-5f82-8e4a-6ee2cb0cceea,theconversation.edu.au,1763.1097
Should one prefer Chinese medicine or Western medicine?,clueweb12-0816wb-91-07857,385dba29-7d4a-5ffd-8265-6131b7b15cf8,theconversation.edu.au,1666.7916
Should one prefer Chinese medicine or Western medicine?,clueweb12-0102wb-32-29554,cc5a72de-6b6d-53dc-9426-ca75d07c5464,www.activeherb.com,1763.6586
Should one prefer Chinese medicine or Western medicine?,clueweb12-0102wb-32-29551,5a6f7062-e5bc-59df-8238-1c936f72d1c7,www.activeherb.com,1615.3795
Should one prefer Chinese medicine or Western medicine?,clueweb12-1200tw-64-15535,44672cc2-c87f-5d10-a12a-ecc48a6b2ef0,deepesthealth.com,1753.5417
Should one prefer Chinese medicine or Western medicine?,clueweb12-1509wb-84-28056,8b17039b-3c79-56f4-9ada-1ca4b624909a,deepesthealth.com,1523.2549
Should one prefer Chinese medicine or Western medicine?,clueweb12-1509wb-81-30700,3e7f4c45-e22b-5680-ac02-e569eae3cc2f,deepesthealth.com,1522.304
Should one prefer Chinese medicine or Western medicine?,clueweb12-1509wb-84-28059,9b0517e5-0c80-5e51-97b1-dca943c027c2,deepesthealth.com,1521.1527
Should one prefer Chinese medicine or Western medicine?,clueweb12-1509wb-84-28066,580803a5-c1d6-5b5a-b0e5-23608e5152f4,deepesthealth.com,1512.7804
Should one prefer Chinese medicine or Western medicine?,clueweb12-1509wb-84-28054,687415a1-d369-510f-a1a1-92819123baf6,deepesthealth.com,1512.7804
Should one prefer Chinese medicine or Western medicine?,clueweb12-1509wb-81-30698,13175dde-552f-5d02-9461-5e8ccda7433e,deepesthealth.com,1512.211
Should one prefer Chinese medicine or Western medicine?,clueweb12-1509wb-81-30699,382159aa-c47c-541b-959e-afae9291ab78,deepesthealth.com,1512.0222
Should one prefer Chinese medicine or Western medicine?,clueweb12-1509wb-87-30911,feb5651c-203b-5586-ba1d-5d1be345b2d2,deepesthealth.com,1512.0187
Should one prefer Chinese medicine or Western medicine?,clueweb12-1509wb-84-28055,70d8f817-ec6c-55e8-81eb-3d9301c4b4d8,deepesthealth.com,1511.9196
Should one prefer Chinese medicine or Western medicine?,clueweb12-1303wb-43-23454,9a4ad02c-4759-57f5-ad00-f5587e4c6f2f,www.hawkenacupuncture.com,1742.9176
Should one prefer Chinese medicine or Western medicine?,clueweb12-0808wb-90-19948,6bd31e69-91e9-54ed-af20-bda9ca3f03ac,www.sciencebasedmedicine.org,1742.472
Should one prefer Chinese medicine or Western medicine?,clueweb12-1509wb-42-15913,b8c07e8c-b2a8-5a8a-b21c-98bc9ee3675c,www.amazinghealing.com,1727.118
Should one prefer Chinese medicine or Western medicine?,clueweb12-1913wb-78-10966,02b3ca85-ce6f-5ae4-8640-a9f2be62f87d,www.integratedmedicine.com,1712.7177
Should one prefer Chinese medicine or Western medicine?,clueweb12-1914wb-01-02615,adf88b8a-7f32-5e05-b5ae-868853bf0e35,www.integratedmedicine.com,1618.6702
Should one prefer Chinese medicine or Western medicine?,clueweb12-1204wb-10-18962,b69627b4-d4e4-5d3c-a76e-dcb3ceadd39b,www.iaph2008.org,1679.7059
Should one prefer Chinese medicine or Western medicine?,clueweb12-0501wb-94-22286,040933a7-f18c-54a0-97d4-c2519db1564e,www.ecomii.com,1675.8761
Should one prefer Chinese medicine or Western medicine?,clueweb12-0112wb-57-08275,ab34059d-8608-5867-a570-668da34edfc6,www.equip.org,1603.6663
Should one prefer Chinese medicine or Western medicine?,clueweb12-1614wb-89-20695,9686dfaa-c95a-5869-907a-c913a8b1a255,equip.org,1602.3887
Should one prefer Chinese medicine or Western medicine?,clueweb12-1706wb-89-05282,ee498967-2836-5109-9430-351d6dd7a4c9,www.pregnancy.com.au,1598.471
Should one prefer Chinese medicine or Western medicine?,clueweb12-0610wb-91-32704,6ee2eaa6-458c-5bbe-9910-dff447ddb6c7,www.pregnancy.com.au,1598.0404
Should one prefer Chinese medicine or Western medicine?,clueweb12-1515wb-97-02513,3dfdf2cf-2ca3-54f4-9986-2ef0a3d4b6e6,www.chinesemedicinedoc.com,1572.7599
Should one prefer Chinese medicine or Western medicine?,clueweb12-1800tw-12-13116,ee5855a3-0a08-5cf3-8ced-0cd7d37c4edf,www.elephantjournal.com,1567.8383
Should one prefer Chinese medicine or Western medicine?,clueweb12-1813wb-35-03907,24bb8957-d8e7-5e3e-85fe-cded3ae1ac42,huntgathermedicine.com,1530.2943
Should one prefer Chinese medicine or Western medicine?,clueweb12-1814wb-05-20392,380ae6a1-f670-5e05-99d9-fdb9681ce78e,huntgathermedicine.com,1529.9352
Should one prefer Chinese medicine or Western medicine?,clueweb12-1814wb-41-23337,2bc68390-5cd0-59b5-8206-5eaeff7dfec9,huntgathermedicine.com,1522.1696
Should one prefer Chinese medicine or Western medicine?,clueweb12-1813wb-99-11114,6b7dc4e2-4120-5846-85a2-5fc8f40118b7,huntgathermedicine.com,1521.5891
Should one prefer Chinese medicine or Western medicine?,clueweb12-1813wb-99-11115,d8f00073-4c72-54e9-ab2b-0e55b3995259,huntgathermedicine.com,1521.3517
Should one prefer Chinese medicine or Western medicine?,clueweb12-1814wb-47-11671,68698171-52de-5e85-8eb4-67221f30eba5,huntgathermedicine.com,1520.5748
Should one prefer Chinese medicine or Western medicine?,clueweb12-1813wb-99-11116,3e7e3654-98e3-5f20-a456-dd4a81e574e9,huntgathermedicine.com,1519.4058
Should one prefer Chinese medicine or Western medicine?,clueweb12-1814wb-41-23338,4fdca392-68ae-58f8-80e1-1051e60ff48a,huntgathermedicine.com,1518.9432
What are the best washing machine brands?,clueweb12-1100wb-31-23838,3b8d3f02-08e0-589a-826c-5110a0a2f716,www.ukwhitegoods.co.uk,2254.8916
What are the best washing machine brands?,clueweb12-1100wb-25-21902,3149d0b5-a78c-50f2-b8dc-7252eaed6a87,www.ukwhitegoods.co.uk,1889.5887
What are the best washing machine brands?,clueweb12-1100wb-31-23832,63f39653-f2a8-508c-bfe5-e41d79a06c49,www.ukwhitegoods.co.uk,1885.3848
What are the best washing machine brands?,clueweb12-1013wb-09-24812,d4348b0c-506a-57bb-86df-d8239001529d,www.ukwhitegoods.co.uk,1864.5887
What are the best washing machine brands?,clueweb12-1100wb-47-13708,35ec4736-bc81-52d1-957d-9e3594040cc4,www.ukwhitegoods.co.uk,1858.0303
What are the best washing machine brands?,clueweb12-1100wb-10-12717,72262670-be39-5a3c-af09-b27a82e69ff9,www.ukwhitegoods.co.uk,1846.3628
What are the best washing machine brands?,clueweb12-1100wb-72-13133,be3caebc-6e2c-5d6a-901a-2d8d33218cc7,www.ukwhitegoods.co.uk,1820.158
What are the best washing machine brands?,clueweb12-1100wb-31-23835,aae5101e-883e-5dfc-a90d-a2b0635aad89,www.ukwhitegoods.co.uk,1808.8799
What are the best washing machine brands?,clueweb12-1014wb-26-06599,244468ff-dd84-55a6-8af6-43bc3498b454,www.ukwhitegoods.co.uk,1798.9701
What are the best washing machine brands?,clueweb12-1100wb-47-13713,36422bc7-1949-5cec-9328-55634bf03d4d,www.ukwhitegoods.co.uk,1795.7872
What are the best washing machine brands?,clueweb12-1101wb-26-20002,686dcedf-e4aa-57bd-a18e-1d1c4024f4c8,www.ukwhitegoods.co.uk,1713.8687
What are the best washing machine brands?,clueweb12-1100wb-36-06773,870f9db0-8ce2-5226-bd73-9d22eda759d4,www.ukwhitegoods.co.uk,1712.7229
What are the best washing machine brands?,clueweb12-1100wb-90-20359,e7e22486-71a3-5aa8-a601-3c3747d18742,www.ukwhitegoods.co.uk,1700.8741
What are the best washing machine brands?,clueweb12-1015wb-96-13315,5b7b2d54-1f09-5dae-bf48-0398822be2a3,www.ukwhitegoods.co.uk,1696.7683
What are the best washing machine brands?,clueweb12-1100wb-18-25461,1d1bf1fe-73d7-5d5d-85ba-bc30753060b8,www.ukwhitegoods.co.uk,1680.7211
What are the best washing machine brands?,clueweb12-1014wb-30-07400,d71ccee9-3b2c-5338-81b6-3e6af8722e28,www.ukwhitegoods.co.uk,1680.5936
What are the best washing machine brands?,clueweb12-1100wb-15-07102,c4962be8-c50c-5ccb-a597-3966b03421d9,www.ukwhitegoods.co.uk,1664.4884
What are the best washing machine brands?,clueweb12-1100wb-36-06771,0cc83bb5-5de0-5fef-819d-f696708fff77,www.ukwhitegoods.co.uk,1648.628
What are the best washing machine brands?,clueweb12-0700wb-97-19204,4c9a7a71-5ca8-5f3f-ae3e-c97b01641684,www.washingmachinereviews.org.uk,1835.4706
What are the best washing machine brands?,clueweb12-0705wb-19-24823,56a2c3f0-9340-5a15-8ff7-1f0d00237d62,www.washingmachinereviews.org.uk,1831.9785
What are the best washing machine brands?,clueweb12-0700wb-76-26765,9049aaf6-db0d-5ad6-82dc-1ea352546703,www.washingmachinereviews.org.uk,1756.9119
What are the best washing machine brands?,clueweb12-0302wb-91-29254,6ed7cf9d-ed43-5307-af3e-d1e1ce9d8187,www.washingmachinereviews.org.uk,1738.3411
What are the best washing machine brands?,clueweb12-0714wb-22-17821,0cb108ea-cd4f-5511-9961-c245c261561b,www.which.co.uk,1815.3912
What are the best washing machine brands?,clueweb12-0305wb-63-06551,1b38077b-f84b-5ee5-bece-7491ae28bf2f,www.washerhelp.co.uk,1799.2972
What are the best washing machine brands?,clueweb12-0305wb-63-06552,5df55bd8-84b4-58d2-803d-39f16248cf17,www.washerhelp.co.uk,1789.8644
What are the best washing machine brands?,clueweb12-0709wb-78-27725,b792ffe0-8a09-5f9c-9011-1d511e2b3094,www.washerhelp.co.uk,1678.8016
What are the best washing machine brands?,clueweb12-0708wb-70-25230,437496d1-7539-5f76-ad72-6bc4150af1db,www.washerhelp.co.uk,1677.323
What are the best washing machine brands?,clueweb12-0706wb-20-20722,bc1b46fd-efe0-5ff2-a6ca-2faedee8c556,www.washerhelp.co.uk,1651.206
What are the best washing machine brands?,clueweb12-0706wb-29-04156,04a78ed6-de99-561a-871c-09180f4662b3,www.washerhelp.co.uk,1648.6572
What are the best washing machine brands?,clueweb12-1714wb-46-00970,1733d97e-c6f3-5b84-8abc-a2808fd1d081,www.washerhelp.co.uk,1634.5623
What are the best washing machine brands?,clueweb12-1714wb-42-25811,6160fe05-564c-50e6-b2d3-951dbeeb13c3,www.washerhelp.co.uk,1634.1492
What are the best washing machine brands?,clueweb12-1713wb-58-21738,949dc7d9-6cb5-524f-a45e-d6701daa7cf2,www.washerhelp.co.uk,1629.8617
What are the best washing machine brands?,clueweb12-1713wb-58-21743,39617f5f-5bce-593e-a77c-1e5c959b83c6,www.washerhelp.co.uk,1629.2382
What are the best washing machine brands?,clueweb12-1713wb-58-21745,d7d9d7ce-b1f1-5488-8158-acc91f5becb0,www.washerhelp.co.uk,1628.1293
What are the best washing machine brands?,clueweb12-1713wb-55-18183,f1e0f407-ed06-5ce0-9406-981791712948,www.washerhelp.co.uk,1628.1078
What are the best washing machine brands?,clueweb12-1713wb-55-18187,a3ce5292-a976-5e32-8939-fcef9caf31fa,www.washerhelp.co.uk,1628.1078
